CATALOGO SEMESTRE:2023-1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
,,CHOQUEPUMA-USCCA-WILBER ALAN,MA,[11-13],T,,P2 A-106,2,
,,CHOQUEPUMA-USCCA-WILBER ALAN,JU,[11-13],P,,P2 A-106,2,
12,GA609AIC,ANATOMÍA ANIMAL,,4,OEES,,2,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,ORMACHEA-SANCHEZ-HUZIEL HECTOR,JU,[18-19],T,,P1 A-101,1,
,,ORMACHEA-SANCHEZ-HUZIEL HECTOR,VI,[09-11],P,,P1 A-202,2,
,,ORMACHEA-SANCHEZ-HUZIEL HECTOR,SA,[07-09],T,,P1 A-101,2,
13,AG167AIC,BOTANICA,,4,OEES,,2,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,CHOQUEPUMA-USCCA-WILBER ALAN,LU,[07-09],T,,P2 A-107,2,
,,CHOQUEPUMA-USCCA-WILBER ALAN,MA,[07-08],T,,P2 A-107,1,
,,CHOQUEPUMA-USCCA-WILBER ALAN,MI,[07-09],P,,P2 A-101,2,
14,FP902AIC,LIDERAZGO Y HABILIDADES SOCIALES,,3,EG,,2,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,PACHECO-BAEZ-SERGIO WERFEL,MA,[16-18],T,,P2 A-106,2,
,,PACHECO-BAEZ-SERGIO WERFEL,JU,[16-18],P,,P2 A-106,2,
15,ME902AIC,MATEMÁTICA II,,4,OEES,ME901,2,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,MALPARTIDA-AYMA-EDISON,LU,[11-13],T,,P2 A-107,2,
,,MALPARTIDA-AYMA-EDISON,MI,[11-13],P,,P2 A-107,2,
,,MALPARTIDA-AYMA-EDISON,VI,[09-10],T,,P2 A-107,1,
16,QU902AIC,QUÍMICA GENERAL E INORGÁNICA,,3,OEES,,2,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,,MA,[08-10],P,,P1 A-102,2,
,,,MI,[17-19],T,,P1 A-202,2,
17,IF902AIC,TECNOLOGIAS DE LA INFORMACIÓN Y LA COMUNICACIÓN,,3,EG,,2,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,VALLEJOS-HUAMANI-JULIO CESAR,MA,[13-15],T,,P2 A-106,2,
,,VALLEJOS-HUAMANI-JULIO CESAR,JU,[14-16],L,,P2 A-106,2,
18,ME903AIC,ANALISIS MATEMATICO,,4,OEES,ME902,3,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,MALPARTIDA-AYMA-EDISON,MA,[07-09],T,,P2 A-206,2,
,,MALPARTIDA-AYMA-EDISON,JU,[07-09],P,,P2 A-206,2,
,,MALPARTIDA-AYMA-EDISON,VI,[10-11],T,,P2 A-206,1,
19,AG500AIC,ENTOMOLOGÍA,,4,OEES,,3,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,PACO-GOMEZ-AMALIA,MA,[10-12],T,,P2 A-206,2,
,,PACO-GOMEZ-AMALIA,JU,[09-11],P,,P2 A-101,2,
,,PACO-GOMEZ-AMALIA,VI,[09-10],T,,P2 A-206,1,
20,FI153AIC,FISICA GENERAL,,4,OEES,ME902,3,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,VALLEJOS-HUAMANI-JULIO CESAR,LU,[15-17],T,,P2 A-206,2,
,,VALLEJOS-HUAMANI-JULIO CESAR,MA,[15-17],P,,P2 A-201,2,
,,VALLEJOS-HUAMANI-JULIO CESAR,MI,[14-15],T,,P2 A-206,1,
21,CB397AIC,FISIOLOGIA VEGETAL,,4,OEES,AG167,3,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,ACOSTA-SANCHEZ-MARIA ANGELICA,LU,[13-15],T,,P2 A-206,2,
,,ACOSTA-SANCHEZ-MARIA ANGELICA,MA,[09-10],T,,P2 A-206,1,
,,ACOSTA-SANCHEZ-MARIA ANGELICA,MI,[12-14],P,,P2 A-101,2,
22,QU903AIC,QUIMICA ORGANICA,,3,OEES,QU902,3,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,,LU,[09-11],P,,P1 A-102,2,
,,,MI,[09-11],T,,P2 A-206,2,
23,QU904AIC,BIOQUÍMICA,,4,OEES,QU903,4,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,,LU,[12-14],P,,P1 A-102,2,
,,,MA,[10-12],T,,P2 A-207,2,
,,,JU,[07-08],T,,P2 A-207,1,
24,ME904AIC,ESTADISTICA,,4,OEES,ME903,4,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,MALPARTIDA-AYMA-EDISON,LU,[07-09],T,,P2 A-207,2,
,,MALPARTIDA-AYMA-EDISON,MI,[07-09],P,,P2 A-207,2,
,,MALPARTIDA-AYMA-EDISON,JU,[10-11],T,,P2 A-207,1,
25,GA315AIC,FISIOLOGIA ANIMAL,,4,OEEP,GA609,4,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,PACO-GOMEZ-AMALIA,LU,[11-12],T,,P2 A-207,1,
,,PACO-GOMEZ-AMALIA,MA,[07-09],P,,P1 A-202,2,
,,PACO-GOMEZ-AMALIA,VI,[07-09],T,,P2 A-207,2,
26,VA316AIC,PRINCIPIOS FARMACOLOGICOS Y TERAPEUTICOS,,3,OEES,GA609,4,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,ORMACHEA-SANCHEZ-HUZIEL HECTOR,JU,[12-14],T,,P1 A-203,2,
,,ORMACHEA-SANCHEZ-HUZIEL HECTOR,VI,[16-18],P,,P1 A-202,2,
27,AG507AIC,AGROCLIMATOLOGIA Y FENOLOGIA,,3,OEEP,FI153,5,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,GUDIEL-GACHI-EDGAR ANSELMO,MA,[09-11],T,,P1 A-101,2,
,,GUDIEL-GACHI-EDGAR ANSELMO,JU,[09-11],P,,P2 A-201,2,
28,LC600AIC,DANZA Y DEPORTE,,2,AEX,,5,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,DOMINGUEZ-VALENCIA-FIORELA,VI,[12-14],T,,P1 A-101,2,
,,DOMINGUEZ-VALENCIA-FIORELA,VI,[14-16],P,,P1 A-101,2,
29,AG504AIC,DISEÑOS EXPERIMENTALES,,4,OEEP,ME904,5,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,HUAMAN-TAPARA-JULIO CESAR,LU,[09-11],T,,P1 A-101,2,
,,HUAMAN-TAPARA-JULIO CESAR,MI,[09-11],P,,P1 A-204,2,
,,HUAMAN-TAPARA-JULIO CESAR,JU,[11-12],T,,P1 A-101,1,
30,AG508AIC,EDAFOLOGÍA,,3,OEES,QU904,5,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,GUDIEL-GACHI-EDGAR ANSELMO,MA,[15-17],T,,P1 A-203,2,
,,GUDIEL-GACHI-EDGAR ANSELMO,MI,[07-09],P,,P1 A-102,2,
31,AG514AIC,GENÉTICA GENERAL,,4,EG,QU904,5,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,ORMACHEA-SANCHEZ-HUZIEL HECTOR,JU,[17-18],T,,P1 A-101,1,
,,ORMACHEA-SANCHEZ-HUZIEL HECTOR,VI,[11-13],P,,P2 A-101,2,
,,ORMACHEA-SANCHEZ-HUZIEL HECTOR,SA,[09-11],T,,P1 A-103,2,
32,GA415AIC,REPRODUCCION ANIMAL,,4,OEEP,GA315,5,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,URACCAHUA-HUILLCARA-DINA,LU,[14-16],T,,P1 A-102,2,
,,URACCAHUA-HUILLCARA-DINA,MI,[11-13],P,,P1 A-202,2,
,,URACCAHUA-HUILLCARA-DINA,JU,[12-13],T,,P1 A-101,1,
33,AG506AIC,ECONOMÍA AGROPECUARIA,,3,OEEP,ME904,6,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,PORCEL-HUILLCA-IVAN,MA,[16-18],T,,P1 A-103,2,
,,PORCEL-HUILLCA-IVAN,MI,[11-13],P,,P1 A-101,2,
34,AG515AIC,FITOMEJORAMIENTO,,4,OEES,AG514,6,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,HUAMAN-TAPARA-JULIO CESAR,MA,[09-11],P,,P2 A-101,2,
,,HUAMAN-TAPARA-JULIO CESAR,MI,[15-17],T,,P1 A-103,2,
,,HUAMAN-TAPARA-JULIO CESAR,JU,[13-14],T,,P1 A-103,1,
35,AG509AIC,NUTRICION VEGETAL Y FERTILIZACIÓN,,4,OEEP,AG508,6,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,GUDIEL-GACHI-EDGAR ANSELMO,LU,[17-18],T,,P1 A-103,1,
,,GUDIEL-GACHI-EDGAR ANSELMO,MI,[17-19],T,,P1 A-103,2,
,,GUDIEL-GACHI-EDGAR ANSELMO,JU,[11-13],P,,P1 A-102,2,
36,GA301AIC,NUTRICIÓN Y ALIMENTACIÓN ANIMAL,,4,OEES,GA315,6,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,URACCAHUA-HUILLCARA-DINA,LU,[10-12],T,,P1 A-103,2,
,,URACCAHUA-HUILLCARA-DINA,JU,[09-10],T,,P1 A-103,1,
,,URACCAHUA-HUILLCARA-DINA,VI,[11-13],P,,P1 A-202,2,
37,GA314AIC,PARASITOLOGÍA Y ENFERMEDADES INFECCIOSAS,,3,OEES,GA315,6,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,ORMACHEA-SANCHEZ-HUZIEL HECTOR,JU,[15-17],T,,P1 A-103,2,
,,ORMACHEA-SANCHEZ-HUZIEL HECTOR,VI,[07-09],P,,P1 A-202,2,
38,AG505AIC,TOPOGRAFÍA GENERAL,,4,OEES,ME903,6,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,PACHECO-BAEZ-SERGIO WERFEL,LU,[07-09],T,,P1 A-103,2,
,,PACHECO-BAEZ-SERGIO WERFEL,JU,[07-09],P,,P2 A-201,2,
,,PACHECO-BAEZ-SERGIO WERFEL,VI,[09-10],T,,P2 A-201,1,
39,AG516AIC,CULTIVOS ANDINOS,,3,OEEP,AG515,7,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,HUAMAN-TAPARA-JULIO CESAR,LU,[12-14],P,,P2 A-101,2,
,,HUAMAN-TAPARA-JULIO CESAR,MI,[12-14],T,,P1 A-201,2,
40,AG502AIC,FITOPATOLOGIA,,4,OEES,QU904,7,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,ACOSTA-SANCHEZ-MARIA ANGELICA,MA,[07-09],P,,P2 A-101,2,
,,ACOSTA-SANCHEZ-MARIA ANGELICA,MI,[11-12],T,,P1 A-103,1,
,,ACOSTA-SANCHEZ-MARIA ANGELICA,JU,[07-09],T,,P1 A-103,2,
41,GA204ZIC,MANEJO DE PASTURAS Y PRADERAS,,3,OEEP,CB397,7,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,,,[00-00],,,,0,
42,AG501AIC,MANEJO INTEGRADO DE PLAGAS,,3,OEEP,AG500,7,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,URACCAHUA-HUILLCARA-DINA,MI,[07-09],P,,P1 A-201,2,
,,URACCAHUA-HUILLCARA-DINA,VI,[13-15],T,,P1 A-201,2,
43,AG510AIC,MANEJO Y CONSERVACION DE SUELOS,,3,OEEP,AG508,7,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,GUDIEL-GACHI-EDGAR ANSELMO,LU,[18-20],T,,P1 A-201,2,
,,GUDIEL-GACHI-EDGAR ANSELMO,MI,[09-11],P,,P1 A-102,2,
44,GA303AIC,MEJORAMIENTO GENÉTICO ANIMAL,,4,OEEP,AG514,7,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,FLORES-HUARCO-NILS HERBER,LU,[09-10],T,,P1 A-201,1,
,,FLORES-HUARCO-NILS HERBER,MA,[15-17],T,,P1 A-201,2,
,,FLORES-HUARCO-NILS HERBER,MI,[15-17],P,,P1 A-202,2,
45,GA267AIC,INSTALACIONES AGROPECUARIAS,,4,OEEP,AG505,8,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,PORCEL-HUILLCA-IVAN,LU,[07-09],P,,P2 A-201,2,
,,PORCEL-HUILLCA-IVAN,MI,[07-09],T,,P1 A-203,2,
,,PORCEL-HUILLCA-IVAN,JU,[07-08],T,,P1 A-203,1,
46,GA600AIC,INVESTIGACION CIENTIFICA,,2,INV,130 Creds.,8,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,FLORES-HUARCO-NILS HERBER,MA,[11-12],T,,P1 A-203,1,
,,FLORES-HUARCO-NILS HERBER,VI,[08-10],P,,P1 A-204,2,
47,GA305AIC,PRODUCCION DE CAMELIDOS SUDAMERICANOS,,3,OEEP,GA303,8,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,FLORES-HUARCO-NILS HERBER,MA,[07-09],T,,P1 A-203,2,
,,FLORES-HUARCO-NILS HERBER,JU,[11-13],P,,P1 A-202,2,
48,GA304AIC,PRODUCCION DE VACUNOS,,3,OEEP,GA303,8,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,CHOQUEPUMA-USCCA-WILBER ALAN,MA,[17-19],T,,P1 A-203,2,
,,CHOQUEPUMA-USCCA-WILBER ALAN,JU,[15-17],P,,P1 A-202,2,
49,AG601AIC,PRACTICA PRE PROFESIONAL I,,2,PPP,150 Creds.,9,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,DOMINGUEZ-VALENCIA-FIORELA,JU,[09-11],P,,P1 A-101,2,
,,DOMINGUEZ-VALENCIA-FIORELA,VI,[10-11],T,,P1 A-101,1,
50,AG513AIC,PRINCIPIOS DE IRRIGACION,,4,OEEP,GA267,9,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,PACHECO-BAEZ-SERGIO WERFEL,MI,[07-09],P,,P2 A-201,2,
,,PACHECO-BAEZ-SERGIO WERFEL,VI,[07-08],T,,P1 A-101,1,
,,PACHECO-BAEZ-SERGIO WERFEL,SA,[07-09],T,,P1 A-204,2,
51,GA310AIC,PRODUCCION DE CUYES Y CONEJOS,,3,OEEP,GA303,9,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,URACCAHUA-HUILLCARA-DINA,LU,[07-09],P,,P1 A-202,2,
,,URACCAHUA-HUILLCARA-DINA,MA,[15-17],T,,P1 A-101,2,
52,AG517AIC,PROPAGACION DE PLANTAS,,3,OEEP,CB397,9,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,DOMINGUEZ-VALENCIA-FIORELA,LU,[15-17],P,,P2 A-101,2,
,,DOMINGUEZ-VALENCIA-FIORELA,MA,[09-11],T,,P1 A-201,2,
53,GA505AIC,BIOTECNOLOGIA,,3,OEEP,150 Creds.,10,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,PACO-GOMEZ-AMALIA,LU,[09-11],P,,P2 A-101,2,
,,PACO-GOMEZ-AMALIA,MI,[11-13],T,,P2 A-207,2,
54,GA601AIC,PRACTICA PRE PROFESIONAL II,,2,PPP,AG601,10,,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,ACOSTA-SANCHEZ-MARIA ANGELICA,MA,[11-13],P,,P1 A-103,2,
,,ACOSTA-SANCHEZ-MARIA ANGELICA,VI,[07-08],T,,P1 A-103,1,
55,GA307ZIC,PRODUCCION DE AVES,,3,OEEP,GA303,10,cambiados al grupo normal A,PLAN CURRICULAR 2017
,,Docente,Dia,Horario,Tipo,Grupo,Aula,Horas,
,,,,[00-00],,,,0,
